EURUSD - Date,EURUSD -Last Price,USDJPY - Date,USDJPY - Last Price,GBPUSD - Date,GBPUSD - Last Price,USDCAD - Date,USDCAD - Last Price,AUDUSD - Date,AUDUSD - Last Price,USDCHF - Date,USDCHF - Last Price
2025-09-19,1.179,2025-09-19,148,2025-09-19,1.3555,2025-09-19,1.3793,2025-09-19,0.6617,2025-09-19,0.7925
2025-09-18,1.1788,2025-09-18,148,2025-09-18,1.3555,2025-09-18,1.3797,2025-09-18,0.6612,2025-09-18,0.7924
2025-09-17,1.1813,2025-09-17,146.99,2025-09-17,1.3626,2025-09-17,1.3774,2025-09-17,0.6653,2025-09-17,0.7888
2025-09-16,1.1867,2025-09-16,146.48,2025-09-16,1.3647,2025-09-16,1.3739,2025-09-16,0.6685,2025-09-16,0.786
2025-09-15,1.1761,2025-09-15,147.4,2025-09-15,1.3599,2025-09-15,1.3778,2025-09-15,0.6669,2025-09-15,0.7946
2025-09-12,1.1734,2025-09-12,147.68,2025-09-12,1.3556,2025-09-12,1.3844,2025-09-12,0.6648,2025-09-12,0.7966
2025-09-11,1.1734,2025-09-11,147.21,2025-09-11,1.3574,2025-09-11,1.3833,2025-09-11,0.6659,2025-09-11,0.7957
2025-09-10,1.1695,2025-09-10,147.46,2025-09-10,1.3529,2025-09-10,1.3864,2025-09-10,0.6613,2025-09-10,0.7992
2025-09-09,1.1708,2025-09-09,147.41,2025-09-09,1.3528,2025-09-09,1.3842,2025-09-09,0.6585,2025-09-09,0.7975
2025-09-08,1.1763,2025-09-08,147.5,2025-09-08,1.3545,2025-09-08,1.3803,2025-09-08,0.6592,2025-09-08,0.7933
2025-09-05,1.1717,2025-09-05,147.43,2025-09-05,1.3509,2025-09-05,1.383,2025-09-05,0.6557,2025-09-05,0.798
2025-09-04,1.1649,2025-09-04,148.49,2025-09-04,1.3434,2025-09-04,1.3818,2025-09-04,0.6518,2025-09-04,0.8056
2025-09-03,1.1662,2025-09-03,148.1,2025-09-03,1.3444,2025-09-03,1.3794,2025-09-03,0.6543,2025-09-03,0.8041
2025-09-02,1.164,2025-09-02,148.36,2025-09-02,1.3394,2025-09-02,1.3782,2025-09-02,0.652,2025-09-02,0.8046
2025-09-01,1.1711,2025-09-01,147.18,2025-09-01,1.3545,2025-09-01,1.3751,2025-09-01,0.6552,2025-09-01,0.8005
2025-08-29,1.1686,2025-08-29,147.05,2025-08-29,1.3504,2025-08-29,1.3741,2025-08-29,0.654,2025-08-29,0.8005
2025-08-28,1.1683,2025-08-28,146.93,2025-08-28,1.3513,2025-08-28,1.3749,2025-08-28,0.6532,2025-08-28,0.8013
2025-08-27,1.1639,2025-08-27,147.42,2025-08-27,1.3498,2025-08-27,1.3791,2025-08-27,0.6506,2025-08-27,0.8023
2025-08-26,1.1642,2025-08-26,147.4,2025-08-26,1.348,2025-08-26,1.3839,2025-08-26,0.6495,2025-08-26,0.8034
2025-08-25,1.1618,2025-08-25,147.8,2025-08-25,1.3455,2025-08-25,1.386,2025-08-25,0.6482,2025-08-25,0.806
2025-08-22,1.1718,2025-08-22,146.94,2025-08-22,1.3525,2025-08-22,1.3826,2025-08-22,0.649,2025-08-22,0.8015
2025-08-21,1.1606,2025-08-21,148.37,2025-08-21,1.3412,2025-08-21,1.3911,2025-08-21,0.642,2025-08-21,0.8087
2025-08-20,1.1652,2025-08-20,147.33,2025-08-20,1.3457,2025-08-20,1.3873,2025-08-20,0.6434,2025-08-20,0.8041
2025-08-19,1.1647,2025-08-19,147.67,2025-08-19,1.3491,2025-08-19,1.3868,2025-08-19,0.6454,2025-08-19,0.8077
2025-08-18,1.1661,2025-08-18,147.89,2025-08-18,1.3504,2025-08-18,1.3803,2025-08-18,0.6491,2025-08-18,0.8075
2025-08-15,1.1703,2025-08-15,147.19,2025-08-15,1.3554,2025-08-15,1.3819,2025-08-15,0.6507,2025-08-15,0.8068
2025-08-14,1.1648,2025-08-14,147.76,2025-08-14,1.3532,2025-08-14,1.3817,2025-08-14,0.6495,2025-08-14,0.8076
2025-08-13,1.1705,2025-08-13,147.38,2025-08-13,1.3576,2025-08-13,1.3759,2025-08-13,0.6546,2025-08-13,0.8054
2025-08-12,1.1675,2025-08-12,147.84,2025-08-12,1.35,2025-08-12,1.3772,2025-08-12,0.653,2025-08-12,0.8065
2025-08-11,1.1615,2025-08-11,148.15,2025-08-11,1.3432,2025-08-11,1.3779,2025-08-11,0.6513,2025-08-11,0.8124
2025-08-08,1.1641,2025-08-08,147.74,2025-08-08,1.3452,2025-08-08,1.3759,2025-08-08,0.6522,2025-08-08,0.8083
2025-08-07,1.1666,2025-08-07,147.14,2025-08-07,1.3444,2025-08-07,1.3746,2025-08-07,0.6524,2025-08-07,0.8066
2025-08-06,1.166,2025-08-06,147.37,2025-08-06,1.3357,2025-08-06,1.3741,2025-08-06,0.6503,2025-08-06,0.8063
2025-08-05,1.1575,2025-08-05,147.62,2025-08-05,1.3299,2025-08-05,1.3773,2025-08-05,0.6473,2025-08-05,0.8076
2025-08-04,1.1571,2025-08-04,147.09,2025-08-04,1.3285,2025-08-04,1.3779,2025-08-04,0.6467,2025-08-04,0.8081
2025-08-01,1.1587,2025-08-01,147.4,2025-08-01,1.3279,2025-08-01,1.3786,2025-08-01,0.6474,2025-08-01,0.804
2025-07-31,1.1415,2025-07-31,150.75,2025-07-31,1.3207,2025-07-31,1.3856,2025-07-31,0.6425,2025-07-31,0.8123
2025-07-30,1.1405,2025-07-30,149.51,2025-07-30,1.3237,2025-07-30,1.3828,2025-07-30,0.6434,2025-07-30,0.8148
2025-07-29,1.1547,2025-07-29,148.46,2025-07-29,1.3351,2025-07-29,1.377,2025-07-29,0.651,2025-07-29,0.806
2025-07-28,1.1589,2025-07-28,148.53,2025-07-28,1.3356,2025-07-28,1.3739,2025-07-28,0.6521,2025-07-28,0.8036
2025-07-25,1.1742,2025-07-25,147.69,2025-07-25,1.3438,2025-07-25,1.3703,2025-07-25,0.6566,2025-07-25,0.7954
2025-07-24,1.1749,2025-07-24,147.01,2025-07-24,1.351,2025-07-24,1.3638,2025-07-24,0.659,2025-07-24,0.7953
2025-07-23,1.1771,2025-07-23,146.51,2025-07-23,1.3582,2025-07-23,1.3597,2025-07-23,0.6602,2025-07-23,0.7924
2025-07-22,1.1754,2025-07-22,146.63,2025-07-22,1.3533,2025-07-22,1.3605,2025-07-22,0.6556,2025-07-22,0.7923
2025-07-21,1.1694,2025-07-21,147.38,2025-07-21,1.3493,2025-07-21,1.3683,2025-07-21,0.6525,2025-07-21,0.7979
2025-07-18,1.1626,2025-07-18,148.81,2025-07-18,1.3416,2025-07-18,1.3726,2025-07-18,0.6509,2025-07-18,0.8013
2025-07-17,1.1596,2025-07-17,148.58,2025-07-17,1.3416,2025-07-17,1.3753,2025-07-17,0.6488,2025-07-17,0.8045
2025-07-16,1.1641,2025-07-16,147.88,2025-07-16,1.3422,2025-07-16,1.3683,2025-07-16,0.6528,2025-07-16,0.8008
2025-07-15,1.1601,2025-07-15,148.88,2025-07-15,1.3384,2025-07-15,1.3724,2025-07-15,0.6514,2025-07-15,0.8017
2025-07-14,1.1664,2025-07-14,147.72,2025-07-14,1.3427,2025-07-14,1.3705,2025-07-14,0.6545,2025-07-14,0.7979
2025-07-11,1.1689,2025-07-11,147.43,2025-07-11,1.3493,2025-07-11,1.3692,2025-07-11,0.6578,2025-07-11,0.7966
2025-07-10,1.1701,2025-07-10,146.26,2025-07-10,1.3579,2025-07-10,1.3655,2025-07-10,0.6588,2025-07-10,0.7971
2025-07-09,1.172,2025-07-09,146.33,2025-07-09,1.3586,2025-07-09,1.3685,2025-07-09,0.6535,2025-07-09,0.7943
2025-07-08,1.1725,2025-07-08,146.58,2025-07-08,1.3592,2025-07-08,1.366,2025-07-08,0.653,2025-07-08,0.796
2025-07-07,1.1709,2025-07-07,146.05,2025-07-07,1.3602,2025-07-07,1.3683,2025-07-07,0.6491,2025-07-07,0.7983
2025-07-04,1.1778,2025-07-04,144.47,2025-07-04,1.365,2025-07-04,1.3601,2025-07-04,0.6556,2025-07-04,0.794
2025-07-03,1.1757,2025-07-03,144.93,2025-07-03,1.3655,2025-07-03,1.3583,2025-07-03,0.6571,2025-07-03,0.7951
2025-07-02,1.1799,2025-07-02,143.66,2025-07-02,1.3636,2025-07-02,1.359,2025-07-02,0.6584,2025-07-02,0.792
2025-07-01,1.1806,2025-07-01,143.42,2025-07-01,1.3746,2025-07-01,1.3646,2025-07-01,0.6583,2025-07-01,0.7911
2025-06-30,1.1787,2025-06-30,144.03,2025-06-30,1.3732,2025-06-30,1.3608,2025-06-30,0.6581,2025-06-30,0.7931
2025-06-27,1.1718,2025-06-27,144.65,2025-06-27,1.3716,2025-06-27,1.3689,2025-06-27,0.6529,2025-06-27,0.799
2025-06-26,1.1701,2025-06-26,144.42,2025-06-26,1.3728,2025-06-26,1.3644,2025-06-26,0.6546,2025-06-26,0.8002
2025-06-25,1.1659,2025-06-25,145.24,2025-06-25,1.3664,2025-06-25,1.3726,2025-06-25,0.6513,2025-06-25,0.8048
2025-06-24,1.1609,2025-06-24,144.94,2025-06-24,1.3615,2025-06-24,1.3725,2025-06-24,0.6489,2025-06-24,0.8053
2025-06-23,1.1578,2025-06-23,146.15,2025-06-23,1.3524,2025-06-23,1.3734,2025-06-23,0.646,2025-06-23,0.8127
2025-06-20,1.1523,2025-06-20,146.09,2025-06-20,1.3451,2025-06-20,1.3735,2025-06-20,0.6452,2025-06-20,0.8178
2025-06-19,1.1495,2025-06-19,145.45,2025-06-19,1.3465,2025-06-19,1.37,2025-06-19,0.6482,2025-06-19,0.8168
2025-06-18,1.148,2025-06-18,145.13,2025-06-18,1.3422,2025-06-18,1.3695,2025-06-18,0.6509,2025-06-18,0.8187
2025-06-17,1.148,2025-06-17,145.29,2025-06-17,1.3429,2025-06-17,1.3679,2025-06-17,0.6475,2025-06-17,0.8163
2025-06-16,1.1561,2025-06-16,144.75,2025-06-16,1.3578,2025-06-16,1.3571,2025-06-16,0.6524,2025-06-16,0.8139
2025-06-13,1.1549,2025-06-13,144.07,2025-06-13,1.3571,2025-06-13,1.3588,2025-06-13,0.6487,2025-06-13,0.8114
2025-06-12,1.1584,2025-06-12,143.48,2025-06-12,1.3613,2025-06-12,1.3604,2025-06-12,0.6533,2025-06-12,0.8102
2025-06-11,1.1487,2025-06-11,144.56,2025-06-11,1.3547,2025-06-11,1.3672,2025-06-11,0.6501,2025-06-11,0.8203
2025-06-10,1.1425,2025-06-10,144.87,2025-06-10,1.35,2025-06-10,1.3671,2025-06-10,0.6522,2025-06-10,0.8228
2025-06-09,1.1422,2025-06-09,144.57,2025-06-09,1.3551,2025-06-09,1.37,2025-06-09,0.6516,2025-06-09,0.8218
2025-06-06,1.1397,2025-06-06,144.85,2025-06-06,1.3528,2025-06-06,1.3696,2025-06-06,0.649,2025-06-06,0.8223
2025-06-05,1.1445,2025-06-05,143.53,2025-06-05,1.357,2025-06-05,1.3675,2025-06-05,0.6506,2025-06-05,0.8195
2025-06-04,1.1417,2025-06-04,142.77,2025-06-04,1.3554,2025-06-04,1.3678,2025-06-04,0.6492,2025-06-04,0.8185
2025-06-03,1.1372,2025-06-03,143.97,2025-06-03,1.3517,2025-06-03,1.372,2025-06-03,0.6462,2025-06-03,0.8239
2025-06-02,1.1441,2025-06-02,142.71,2025-06-02,1.3544,2025-06-02,1.3714,2025-06-02,0.6495,2025-06-02,0.8174
2025-05-30,1.1347,2025-05-30,144.02,2025-05-30,1.3459,2025-05-30,1.3739,2025-05-30,0.6431,2025-05-30,0.8224
2025-05-29,1.137,2025-05-29,144.21,2025-05-29,1.3492,2025-05-29,1.3809,2025-05-29,0.6442,2025-05-29,0.823
2025-05-28,1.1292,2025-05-28,144.84,2025-05-28,1.3469,2025-05-28,1.3837,2025-05-28,0.6426,2025-05-28,0.8272
2025-05-27,1.1328,2025-05-27,144.33,2025-05-27,1.3507,2025-05-27,1.381,2025-05-27,0.6443,2025-05-27,0.8273
2025-05-26,1.1387,2025-05-26,142.85,2025-05-26,1.3564,2025-05-26,1.3737,2025-05-26,0.6486,2025-05-26,0.8211
2025-05-23,1.1362,2025-05-23,142.56,2025-05-23,1.3537,2025-05-23,1.3731,2025-05-23,0.6488,2025-05-23,0.8211
2025-05-22,1.1281,2025-05-22,144.01,2025-05-22,1.3419,2025-05-22,1.3857,2025-05-22,0.6411,2025-05-22,0.829
2025-05-21,1.1331,2025-05-21,143.68,2025-05-21,1.342,2025-05-21,1.386,2025-05-21,0.6436,2025-05-21,0.8255
2025-05-20,1.1283,2025-05-20,144.51,2025-05-20,1.3393,2025-05-20,1.3916,2025-05-20,0.6424,2025-05-20,0.8283
2025-05-19,1.124,2025-05-19,144.86,2025-05-19,1.3361,2025-05-19,1.3951,2025-05-19,0.6457,2025-05-19,0.8344
2025-05-16,1.1163,2025-05-16,145.7,2025-05-16,1.3283,2025-05-16,1.3969,2025-05-16,0.6406,2025-05-16,0.8376
2025-05-15,1.1187,2025-05-15,145.67,2025-05-15,1.3305,2025-05-15,1.3959,2025-05-15,0.6406,2025-05-15,0.8359
2025-05-14,1.1175,2025-05-14,146.75,2025-05-14,1.3263,2025-05-14,1.3983,2025-05-14,0.6428,2025-05-14,0.8423
2025-05-13,1.1185,2025-05-13,147.48,2025-05-13,1.3306,2025-05-13,1.3936,2025-05-13,0.6471,2025-05-13,0.8395
2025-05-12,1.1087,2025-05-12,148.46,2025-05-12,1.3176,2025-05-12,1.3975,2025-05-12,0.6372,2025-05-12,0.8456
2025-05-09,1.125,2025-05-09,145.37,2025-05-09,1.3306,2025-05-09,1.3935,2025-05-09,0.6414,2025-05-09,0.8313
2025-05-08,1.1228,2025-05-08,145.91,2025-05-08,1.3246,2025-05-08,1.3924,2025-05-08,0.64,2025-05-08,0.8317
2025-05-07,1.1301,2025-05-07,143.83,2025-05-07,1.3292,2025-05-07,1.3839,2025-05-07,0.6424,2025-05-07,0.8237
2025-05-06,1.137,2025-05-06,142.45,2025-05-06,1.3369,2025-05-06,1.3778,2025-05-06,0.6495,2025-05-06,0.822
2025-05-05,1.1315,2025-05-05,143.7,2025-05-05,1.3296,2025-05-05,1.3825,2025-05-05,0.6469,2025-05-05,0.8222
2025-05-02,1.1297,2025-05-02,144.96,2025-05-02,1.3272,2025-05-02,1.3812,2025-05-02,0.6434,2025-05-02,0.827
2025-05-01,1.129,2025-05-01,145.39,2025-05-01,1.3278,2025-05-01,1.3854,2025-05-01,0.6383,2025-05-01,0.8297
2025-04-30,1.1328,2025-04-30,143.07,2025-04-30,1.3329,2025-04-30,1.3799,2025-04-30,0.6402,2025-04-30,0.8258
2025-04-29,1.1387,2025-04-29,142.33,2025-04-29,1.3409,2025-04-29,1.3833,2025-04-29,0.6384,2025-04-29,0.8239
2025-04-28,1.142,2025-04-28,142.01,2025-04-28,1.3441,2025-04-28,1.383,2025-04-28,0.6431,2025-04-28,0.82
2025-04-25,1.1365,2025-04-25,143.67,2025-04-25,1.3315,2025-04-25,1.3863,2025-04-25,0.6395,2025-04-25,0.8284
2025-04-24,1.139,2025-04-24,142.63,2025-04-24,1.3342,2025-04-24,1.3853,2025-04-24,0.6408,2025-04-24,0.827
2025-04-23,1.1316,2025-04-23,143.45,2025-04-23,1.3254,2025-04-23,1.3882,2025-04-23,0.636,2025-04-23,0.8306
2025-04-22,1.1421,2025-04-22,141.57,2025-04-22,1.3332,2025-04-22,1.3815,2025-04-22,0.6367,2025-04-22,0.8189
2025-04-21,1.1515,2025-04-21,140.86,2025-04-21,1.3379,2025-04-21,1.3843,2025-04-21,0.6415,2025-04-21,0.8091
2025-04-18,1.1393,2025-04-18,142.18,2025-04-18,1.3296,2025-04-18,1.3847,2025-04-18,0.6377,2025-04-18,0.8168
2025-04-17,1.1365,2025-04-17,142.43,2025-04-17,1.3266,2025-04-17,1.3841,2025-04-17,0.639,2025-04-17,0.8196
2025-04-16,1.1399,2025-04-16,141.88,2025-04-16,1.3244,2025-04-16,1.3859,2025-04-16,0.6371,2025-04-16,0.8133
2025-04-15,1.1282,2025-04-15,143.21,2025-04-15,1.3231,2025-04-15,1.3956,2025-04-15,0.6345,2025-04-15,0.8233
2025-04-14,1.1351,2025-04-14,143.06,2025-04-14,1.319,2025-04-14,1.3874,2025-04-14,0.6328,2025-04-14,0.8149
2025-04-11,1.1355,2025-04-11,143.54,2025-04-11,1.3087,2025-04-11,1.3876,2025-04-11,0.6289,2025-04-11,0.8148
2025-04-10,1.1201,2025-04-10,144.45,2025-04-10,1.297,2025-04-10,1.3983,2025-04-10,0.6224,2025-04-10,0.8241
2025-04-09,1.0949,2025-04-09,147.76,2025-04-09,1.282,2025-04-09,1.4082,2025-04-09,0.6153,2025-04-09,0.857
2025-04-08,1.0958,2025-04-08,146.27,2025-04-08,1.2765,2025-04-08,1.4264,2025-04-08,0.596,2025-04-08,0.8478
2025-04-07,1.0912,2025-04-07,147.84,2025-04-07,1.2724,2025-04-07,1.4248,2025-04-07,0.5984,2025-04-07,0.8593
2025-04-04,1.0956,2025-04-04,146.93,2025-04-04,1.2887,2025-04-04,1.4219,2025-04-04,0.604,2025-04-04,0.8608
2025-04-03,1.1052,2025-04-03,146.06,2025-04-03,1.31,2025-04-03,1.4097,2025-04-03,0.6329,2025-04-03,0.8592
2025-04-02,1.0853,2025-04-02,149.28,2025-04-02,1.3007,2025-04-02,1.4241,2025-04-02,0.6299,2025-04-02,0.8818
2025-04-01,1.0793,2025-04-01,149.61,2025-04-01,1.2923,2025-04-01,1.4303,2025-04-01,0.6278,2025-04-01,0.8837
2025-03-31,1.0816,2025-03-31,149.96,2025-03-31,1.2918,2025-03-31,1.4387,2025-03-31,0.6247,2025-03-31,0.8843
2025-03-28,1.0828,2025-03-28,149.84,2025-03-28,1.294,2025-03-28,1.4313,2025-03-28,0.6287,2025-03-28,0.8808
2025-03-27,1.0801,2025-03-27,151.05,2025-03-27,1.2949,2025-03-27,1.4305,2025-03-27,0.6305,2025-03-27,0.8817
2025-03-26,1.0754,2025-03-26,150.57,2025-03-26,1.2888,2025-03-26,1.4267,2025-03-26,0.6299,2025-03-26,0.8839
2025-03-25,1.0791,2025-03-25,149.91,2025-03-25,1.2944,2025-03-25,1.4279,2025-03-25,0.6303,2025-03-25,0.8825
2025-03-24,1.0801,2025-03-24,150.7,2025-03-24,1.2923,2025-03-24,1.4318,2025-03-24,0.6286,2025-03-24,0.8831
2025-03-21,1.0818,2025-03-21,149.32,2025-03-21,1.2919,2025-03-21,1.4349,2025-03-21,0.6273,2025-03-21,0.8828
2025-03-20,1.0851,2025-03-20,148.78,2025-03-20,1.2967,2025-03-20,1.4325,2025-03-20,0.6303,2025-03-20,0.8819
2025-03-19,1.0903,2025-03-19,148.69,2025-03-19,1.3003,2025-03-19,1.4326,2025-03-19,0.6357,2025-03-19,0.8778
2025-03-18,1.0945,2025-03-18,149.27,2025-03-18,1.3001,2025-03-18,1.4298,2025-03-18,0.6361,2025-03-18,0.8767
2025-03-17,1.0922,2025-03-17,149.21,2025-03-17,1.2992,2025-03-17,1.4288,2025-03-17,0.6384,2025-03-17,0.8809
2025-03-14,1.0879,2025-03-14,148.64,2025-03-14,1.2935,2025-03-14,1.4366,2025-03-14,0.6324,2025-03-14,0.8851
2025-03-13,1.0852,2025-03-13,147.81,2025-03-13,1.2952,2025-03-13,1.4439,2025-03-13,0.6285,2025-03-13,0.8825
2025-03-12,1.0888,2025-03-12,148.25,2025-03-12,1.2963,2025-03-12,1.437,2025-03-12,0.6321,2025-03-12,0.8819
2025-03-11,1.0919,2025-03-11,147.78,2025-03-11,1.2951,2025-03-11,1.4435,2025-03-11,0.6298,2025-03-11,0.8827
2025-03-10,1.0834,2025-03-10,147.27,2025-03-10,1.2879,2025-03-10,1.444,2025-03-10,0.6278,2025-03-10,0.881
2025-03-07,1.0833,2025-03-07,148.04,2025-03-07,1.292,2025-03-07,1.4372,2025-03-07,0.6305,2025-03-07,0.8799
2025-03-06,1.0785,2025-03-06,147.98,2025-03-06,1.2882,2025-03-06,1.4296,2025-03-06,0.6333,2025-03-06,0.884
2025-03-05,1.0789,2025-03-05,148.88,2025-03-05,1.2895,2025-03-05,1.4339,2025-03-05,0.6335,2025-03-05,0.891
2025-03-04,1.0626,2025-03-04,149.79,2025-03-04,1.2795,2025-03-04,1.4395,2025-03-04,0.6272,2025-03-04,0.8894
2025-03-03,1.0487,2025-03-03,149.5,2025-03-03,1.2701,2025-03-03,1.4482,2025-03-03,0.6225,2025-03-03,0.8968
2025-02-28,1.0375,2025-02-28,150.63,2025-02-28,1.2577,2025-02-28,1.4461,2025-02-28,0.6209,2025-02-28,0.9031
2025-02-27,1.0398,2025-02-27,149.81,2025-02-27,1.2601,2025-02-27,1.4437,2025-02-27,0.6236,2025-02-27,0.8997
2025-02-26,1.0485,2025-02-26,149.1,2025-02-26,1.2676,2025-02-26,1.4338,2025-02-26,0.6305,2025-02-26,0.8947
2025-02-25,1.0514,2025-02-25,149.03,2025-02-25,1.2666,2025-02-25,1.4313,2025-02-25,0.6344,2025-02-25,0.893
2025-02-24,1.0468,2025-02-24,149.72,2025-02-24,1.2625,2025-02-24,1.426,2025-02-24,0.635,2025-02-24,0.8971
2025-02-21,1.0458,2025-02-21,149.27,2025-02-21,1.2632,2025-02-21,1.4224,2025-02-21,0.6357,2025-02-21,0.8983
2025-02-20,1.0501,2025-02-20,149.64,2025-02-20,1.2669,2025-02-20,1.4175,2025-02-20,0.64,2025-02-20,0.8979
2025-02-19,1.0423,2025-02-19,151.47,2025-02-19,1.2586,2025-02-19,1.4234,2025-02-19,0.6344,2025-02-19,0.9046
2025-02-18,1.0446,2025-02-18,152.06,2025-02-18,1.2613,2025-02-18,1.4196,2025-02-18,0.6353,2025-02-18,0.9033
2025-02-17,1.0484,2025-02-17,151.51,2025-02-17,1.2625,2025-02-17,1.4184,2025-02-17,0.6356,2025-02-17,0.9007
2025-02-14,1.0492,2025-02-14,152.31,2025-02-14,1.2586,2025-02-14,1.4182,2025-02-14,0.6352,2025-02-14,0.8998
2025-02-13,1.0465,2025-02-13,152.8,2025-02-13,1.2566,2025-02-13,1.4193,2025-02-13,0.6317,2025-02-13,0.903
2025-02-12,1.0383,2025-02-12,154.42,2025-02-12,1.2446,2025-02-12,1.4306,2025-02-12,0.628,2025-02-12,0.9136
2025-02-11,1.0361,2025-02-11,152.49,2025-02-11,1.2446,2025-02-11,1.4287,2025-02-11,0.6295,2025-02-11,0.9133
2025-02-10,1.0307,2025-02-10,152,2025-02-10,1.2368,2025-02-10,1.4316,2025-02-10,0.6277,2025-02-10,0.9113
2025-02-07,1.0328,2025-02-07,151.41,2025-02-07,1.2402,2025-02-07,1.4293,2025-02-07,0.6274,2025-02-07,0.9099
2025-02-06,1.0383,2025-02-06,151.41,2025-02-06,1.2435,2025-02-06,1.4308,2025-02-06,0.6283,2025-02-06,0.905
2025-02-05,1.0403,2025-02-05,152.61,2025-02-05,1.2505,2025-02-05,1.431,2025-02-05,0.6285,2025-02-05,0.9017
2025-02-04,1.0379,2025-02-04,154.34,2025-02-04,1.248,2025-02-04,1.4323,2025-02-04,0.6254,2025-02-04,0.9052
2025-02-03,1.0344,2025-02-03,154.73,2025-02-03,1.245,2025-02-03,1.4428,2025-02-03,0.6227,2025-02-03,0.9103
2025-01-31,1.0362,2025-01-31,155.19,2025-01-31,1.2395,2025-01-31,1.4541,2025-01-31,0.6218,2025-01-31,0.9109
2025-01-30,1.0391,2025-01-30,154.29,2025-01-30,1.2419,2025-01-30,1.4486,2025-01-30,0.6209,2025-01-30,0.9097
2025-01-29,1.0421,2025-01-29,155.22,2025-01-29,1.2452,2025-01-29,1.4419,2025-01-29,0.6231,2025-01-29,0.9068
2025-01-28,1.043,2025-01-28,155.54,2025-01-28,1.2443,2025-01-28,1.4399,2025-01-28,0.6253,2025-01-28,0.9042
2025-01-27,1.0492,2025-01-27,154.51,2025-01-27,1.2499,2025-01-27,1.4374,2025-01-27,0.6293,2025-01-27,0.902
2025-01-24,1.0497,2025-01-24,156,2025-01-24,1.2484,2025-01-24,1.4341,2025-01-24,0.6314,2025-01-24,0.9059
2025-01-23,1.0415,2025-01-23,156.05,2025-01-23,1.2353,2025-01-23,1.4383,2025-01-23,0.6285,2025-01-23,0.9074
2025-01-22,1.0409,2025-01-22,156.53,2025-01-22,1.2316,2025-01-22,1.4379,2025-01-22,0.6274,2025-01-22,0.9069
2025-01-21,1.0428,2025-01-21,155.52,2025-01-21,1.235,2025-01-21,1.4322,2025-01-21,0.6274,2025-01-21,0.906
2025-01-20,1.0416,2025-01-20,155.62,2025-01-20,1.2328,2025-01-20,1.431,2025-01-20,0.6275,2025-01-20,0.9067
2025-01-17,1.0273,2025-01-17,156.3,2025-01-17,1.2169,2025-01-17,1.4477,2025-01-17,0.6193,2025-01-17,0.915
2025-01-16,1.0301,2025-01-16,155.16,2025-01-16,1.2239,2025-01-16,1.4395,2025-01-16,0.6213,2025-01-16,0.9109
2025-01-15,1.0289,2025-01-15,156.47,2025-01-15,1.2242,2025-01-15,1.4341,2025-01-15,0.6227,2025-01-15,0.9126
2025-01-14,1.0308,2025-01-14,157.96,2025-01-14,1.2215,2025-01-14,1.4349,2025-01-14,0.6195,2025-01-14,0.9124
2025-01-13,1.0245,2025-01-13,157.48,2025-01-13,1.2202,2025-01-13,1.4379,2025-01-13,0.6177,2025-01-13,0.917
2025-01-10,1.0244,2025-01-10,157.73,2025-01-10,1.2207,2025-01-10,1.4423,2025-01-10,0.6147,2025-01-10,0.9164
2025-01-09,1.03,2025-01-09,158.14,2025-01-09,1.2308,2025-01-09,1.4395,2025-01-09,0.6196,2025-01-09,0.9121
2025-01-08,1.0318,2025-01-08,158.35,2025-01-08,1.2363,2025-01-08,1.4376,2025-01-08,0.6216,2025-01-08,0.9111
2025-01-07,1.034,2025-01-07,158.05,2025-01-07,1.2477,2025-01-07,1.437,2025-01-07,0.623,2025-01-07,0.9097
2025-01-06,1.039,2025-01-06,157.62,2025-01-06,1.252,2025-01-06,1.4332,2025-01-06,0.6246,2025-01-06,0.9046
2025-01-03,1.0308,2025-01-03,157.26,2025-01-03,1.2423,2025-01-03,1.4447,2025-01-03,0.6216,2025-01-03,0.9085
2025-01-02,1.0265,2025-01-02,157.5,2025-01-02,1.238,2025-01-02,1.4403,2025-01-02,0.6203,2025-01-02,0.9123
2025-01-01,1.0356,2025-01-01,157.24,2025-01-01,1.2517,2025-01-01,1.4388,2025-01-01,0.6187,2025-01-01,0.9064
2024-12-31,1.0354,2024-12-31,157.2,2024-12-31,1.2516,2024-12-31,1.4384,2024-12-31,0.6188,2024-12-31,0.9074
2024-12-30,1.0407,2024-12-30,156.84,2024-12-30,1.255,2024-12-30,1.4355,2024-12-30,0.6221,2024-12-30,0.9037
2024-12-27,1.0426,2024-12-27,157.87,2024-12-27,1.2578,2024-12-27,1.4412,2024-12-27,0.6217,2024-12-27,0.902
2024-12-26,1.0422,2024-12-26,157.99,2024-12-26,1.2525,2024-12-26,1.4408,2024-12-26,0.6221,2024-12-26,0.899
2024-12-25,1.0407,2024-12-25,157.33,2024-12-25,1.2561,2024-12-25,1.4379,2024-12-25,0.6239,2024-12-25,0.9004
2024-12-24,1.0399,2024-12-24,157.19,2024-12-24,1.2539,2024-12-24,1.4357,2024-12-24,0.6237,2024-12-24,0.9002
2024-12-23,1.0405,2024-12-23,157.17,2024-12-23,1.2536,2024-12-23,1.4371,2024-12-23,0.6249,2024-12-23,0.8986
2024-12-20,1.043,2024-12-20,156.31,2024-12-20,1.257,2024-12-20,1.4359,2024-12-20,0.6251,2024-12-20,0.8931
